"id","content"
"236","Chất lượng đầu ra của ktmt này tại trường?"
"237","Chất lượng đầu ra của cntt clc này tại trường?"
"238","chất lượng đầu ra của sinh viên"
"239","đầu ra có đảm bảo hay không"
"240","Khoa có chuẩn đầu ra ntn"
"241","tỉ lệ tốt nghiệp là bao nhiêu"
"242","tỉ lệ tốt nghiệp ra trường là bao nhiêu"
"243","tỉ lệ ra trường là bao nhiêu?"
"244","tỉ lệ có việc làm đúng ngành nghề sau khi ra trường là bn"
"245","tỉ lệ tốt nghiệp loại giỏi là bao nhiêu"
"246","tỉ lệ tốt nghiệp ra trường có cao không"
"247","Ngành nào có tỉ lệ ra trường có việc làm nhất?"
"248","tỉ lệ tốt nghiệp đúng thời hạn là bao nhiêu"
"249","Giữa ngành CNTT và khoa học máy tính thì ngành nào có tỉ lệ việc làm cao hơn ạ?"
"250","tỉ lệ sinh viên ra trường có đảm bảo không"
"251","có yêu cầu kỹ năng giao tiếp không"
"252","Cần trau dồi những kỹ năng gì khi học CNTT"
"253","Cần rèn luyện những kỹ năng nào"
"254","kỹ năng mềm có cần thiết không"
"255","kỹ năng cần thiết để học cntt"
"256","Khi học ngành máy tính em cần những kĩ năng gì"
"257","Ngành khoa học máy tính đòi hỏi tố chất gì"
"258","Ngành này có học cao đẳng không"
"259","Có nhất thiết phải học đh nếu học cntt hay không"
"260","Học cao đẳng có bằng đại học hay không"
"261","học phí từng năm"
"262","học phí có đắt không"
"263","có được giảm học phí không"
"264","điều kiện để giảm học phí"
"265","học phí có tăng không"
"266","học phí một năm khoảng bn"
"267","học phí so với các trường khác"
"268","học phí ntn"
"269","có giảm học phí những trường hợp nào"
"270","có trường hợp nào được miễn học phí không"
"271","học phí có phù hợp với sinh viên tỉnh không"
"272","học phí đhct so với các trường khác ntn"
"273","học phí giao động khoảng bao nhiêu một học kì"
"274","học phí có lớn hơn học cao đẳng không"
"275","học phí tính thế nào?"
"276","học bổng ntn"
"277","điều kiện nhận học bổng"
"278","học bổng có những loại nào"
"279","Nghe nói đhct có học bổng khuyến khích cho các sinh viên có điểm thi đại học cao?"
"280","nếu học xong muốn xin học bổng làm ntn"
"281","nếu học xong muốn xin học bổng du học làm ntn"
"282","ngoài dhct ra sinh viên có thể xin học bổng ở đâu?"
"283","học bổng có lớn không"
"284","học bổng khuyến khích được xét thế nào"
"285","số lượng học bổng khuyến khích từng học kỳ"
"286","học bổng được bao nhiêu tiền"
"287","có xin được học bổng nước ngoài không"
"288","các đối tác dhct có tặng học bổng cho sinh viên không"
"289","thông tin học bổng được đăng tải ở đâu"
"290","có thể xin học bổng ngoài đơn vị không?"
"291","dhct có tổ chức ngày hội việc làm không"
"292","học xong trường có giới thiệu việc làm không"
"293","ngành này cơ hội việc làm sau khi ra trường ổn không ạ"
"294","những vị trí việc làm khi ra trường"
"295","cơ hội việc làm hay không"
"296","xin việc làm được vào những nơi nào"
"297","Cơ hội việc làm sau khi ra trường như thế nào?"
"298","Ra trường có được đảm bảo việc làm không?"
"299","có khó tìm việc làm hay không?"
"300","Ngành An toàn thông tin có thể làm được những công việc nào?"
"301","Ra trường có làm việc trong nha nước được k?"
"302","Học Khoa Học Máy Tính cơ hợi việc làm có nhiều không"
"303","Ngành An toàn thông tin cơ hội việc làm có nhiều không"
"304","Học công nghệ thông tin cơ hợi việc làm có nhiều không"
"305","Ngành hệ thống thông tin cơ hội việc làm có nhiều không"
"306","Học kỹ thuật phần mềm cơ hợi việc làm có nhiều không"
"307","Ngành kỹ thuật máy tính cơ hội việc làm có nhiều không"
"308","Học ttdpt cơ hợi việc làm có nhiều không"
"309","Ngành mmt&ttdl cơ hội việc làm có nhiều không"
"310","sau khi tốt nghiệp có giữ lại trường làm việc không"
"311","Học Khoa Học Máy Tính khi ra trường sẽ làm được những gì?"
"312","Ngành An toàn thông tin có thể làm được những công việc nào?"
"313","Học công nghệ thông tin khi ra trường sẽ làm được những gì?"
"314","Ngành kỹ thuật máy tính có thể làm được những công việc nào?"
"315","Học hệ thống thông tin ra trường sẽ làm được những gì?"
"316","Ngành kỹ thuật phần mềm có thể làm được những công việc nào?"
"317","Học truyền thông đa phương tiện khi ra trường sẽ làm được những gì?"
"318","Ngành mmt&ttdl có thể làm được những công việc nào?"
"319","Ngành này có lương hưu không"
"320","Nếu có thì khoảng bao nhiêu và điều kiện để được trả lương khi về hưu"
"321","ra trường làm việc lương bao nhiêu"
"322","Mức lương ra trường sao với các ngành khác?"
"323","tiền lương ngành này có ok không"
"324","ra trường làm việc lương bao nhiêu?"
"325","Ra trường thì lương trung bình là bao nhiêu ạ"
"326","Ngành nào ra trường có lương cao nhất?"
"327","Ra trường có xin được việc ko và mức lương dao động là bao nhiêu"
"328","Lương trung bình là bao nhiêu?"
"329","cử nhân cntt lương bn"
"330","cử nhân khmt lương bn"
"331","cử nhân attt lương bn"
"332","cử nhân httt lương bn"
"333","cử nhân ktmt lương bn"
"334","cử nhân ktmt lương bn"
"335","cử nhân ttdpt lương bn"
"336","cử nhân mmt&ttdl lương bn"
"337","lương cử nhân bao nhiêu"
"338","lương có nhân theo hệ số không"
"339","lương ngành IT cao không"
"340","tiền lương thế nào"
"341","Cường độ làm việc khi làm công việc này"
"342","Ngành này có hệ thống cấp bậc không"
"343","Nếu có thì điều kiện thăng tiến là gì"
"344","Mà ngành này có buộc nghỉ hưu không hay vẫn có thể tiếp tục công việc dù đã già"
"345","Sức cạnh tranh của ngành này"
"346","Đóng góp cho xã hội"
"347","Cơ hội thăng tiến trong ngành"
"348","vị trí làm việc sau khi ra trường"
"349","ngành này thăng tiến có nhanh không"
"350","Làm ngành này có cực không?"
"351","khối lượng công việc có nặng không"
"352","cạnh tranh trong môi trường làm việc thế nào"
"353","Thăng tiến trong ngành có nhanh không"
"354","Cấp bậc trong ngành như thế nào"
"355","Ngành này có nghỉ hưu không"
"356","tuổi nghề của ngành"
"357","tuổi nghề có dài không"
"358","hơn 30 tuổi thì có theo nghề được không?"
"359","cấp bậc của ngành?"
"360","ngành có phân cấp độ không"
"361","những khó khăn khi học cntt"
"362","những khó khăn khi học attt"
"363","những khó khăn khi học khmt"
"364","những khó khăn khi học httt"
"365","những khó khăn khi học mmt&ttdl"
"366","những khó khăn khi học ttdpt"
"367","những khó khăn khi học ktpm"
"368","những khó khăn khi học ktmt"
"369","những khó khăn của sinh viên ngành máy tính khi tìm việc"
"370","những vất vả, khó khăn công việc như thế nào?"
"371","những khó khăn khi tự học ngành cntt"
"372","những khó khăn trong việc tiếp thu kiến thức"
"373","những khó khăn trong môi trường thay đổi nhanh như cntt"
"374","khó khăn khi học tại một trường đh lớn"
"375","những khó khăn thường gặp phải"
"376","môi trường học tập có khó khăn quá không"
"377","những thuận lợi khi học cntt"
"378","những thuận lợi khi học attt"
"379","những thuận lợi khi học khmt"
"380","những thuận lợi khi học httt"
"381","những thuận lợi khi học mmt&ttdl"
"382","những thuận lợi khi học ttdpt"
"383","những thuận lợi khi học ktpm"
"384","những thuận lợi khi học ktmt"
"385","những thuận lợi của sinh viên ngành máy tính khi tìm việc"
"386","những thuận lợi công việc như thế nào?"
"387","những thuận lợi khi tự học ngành cntt"
"388","những thuận lợi trong việc tiếp thu kiến thức"
"389","những thuận lợi trong môi trường thay đổi nhanh như cntt"
"390","thuận lợi khi học tại một trường đh lớn"
"391","những thuận lợi"
"392","môi trường có thuận lợi không"
"393","giảng viên có khó không"
"394","kiến thức có khó tiếp thu không"
"395","kiến thức khó không?"
"396","nghe bảo học cntt khó lắm"
"397","nghe bảo học khmt khó lắm"
"398","nghe bảo học attt khó lắm"
"399","nghe bảo học httt khó lắm"
"400","nghe bảo học ktpm khó lắm"
"401","nghe bảo học ktmt khó lắm"
"402","nghe bảo học ttdpt khó lắm"
"403","nghe bảo học mmt&ttdl khó lắm"
"404","kiến thức có khó đối với sinh viên không"
"405","Ngành này có khó học không"
"406","So với các trường khác kiến thức dhct dạy có khó không?"
"407","kiến thức chuyên ngành cntt có khó không"
"408","kiến thức chuyên ngành khmt có khó không"
"409","kiến thức chuyên ngành attt có khó không"
"410","kiến thức chuyên ngành httt có khó không"
"411","kiến thức chuyên ngành ktmt có khó không"
"412","kiến thức chuyên ngành ktpm có khó không"
"413","kiến thức chuyên ngành ttdpt có khó không"
"414","kiến thức chuyên ngành mmt&ttdl có khó không"
"415","ngoài chuyên ngành ra những môn khác có khó không"
"416","tiếng anh cntt có khó không"
"417","không giỏi máy tính học có khó không"
"418","không giỏi tiếng anh học có khó không"
"419","không giỏi ngoại ngữ học có khó không"
"420","em không biết chút nào về máy tính và tiếng anh thì học có khó không?"
"421","em không giỏi về phần cứng thì học có khó không?"
"422","kiến thức được dạy có khó tiếp thu không"
"423","kiến thức cơ sở ngành có khó ko"
"424","phần kiến thức nào là khó nhất"
"425","kiến thức khó nhất khi học cntt"
"426","giảng viên có dễ không"
"427","kiến thức có dễ tiếp thu không"
"428","kiến thức dễ không?"
"429","học cntt có dễ ko"
"430","học attt có dễ ko"
"431","học httt có dễ ko"
"432","học ttdpt có dễ ko"
"433","học mmt&ttdl có dễ ko"
"434","học ktpm có dễ ko"
"435","học ktmt có dễ ko"
"436","học khmt có dễ ko"
"437","kiến thức có dễ tiếp thu đối với sinh viên không"
"438","Ngành này có dễ học không"
"439","So với các trường khác kiến thức dhct dạy có dễ hơn không?"
"440","kiến thức chuyên ngành cntt có dẽ không"
"441","kiến thức chuyên ngành khmt có dễ không"
"442","kiến thức chuyên ngành attt có dễ không"
"443","kiến thức chuyên ngành httt có dễ không"
"444","kiến thức chuyên ngành ktmt có dễ không"
"445","kiến thức chuyên ngành ktpm có dễ không"
"446","kiến thức chuyên ngành ttdpt có dễ không"
"447","kiến thức chuyên ngành mmt&ttdl dễ không"
"448","ngoài chuyên ngành ra những môn khác có dễ không"
"448","tiếng anh cntt có dễ không"
"450","không giỏi máy tính học có dễ tiếp thu không"
"451","không giỏi tiếng anh học có dễ tiếp khu kiến thức được không"
"452","không giỏi ngoại ngữ học có dễ tiếp khu kiến thức không"
"453","em không biết chút nào về máy tính và tiếng anh thì học có đkhông?"
"454","em không giỏi về phần cứng thì học có khó không?"
"455","kiến thức được dạy có khó tiếp thu không"
"456","kiến thức cơ sở ngành có dễ ko"
"457","phần kiến thức nào là dễ tiếp thu và cơ bản nhất"
"458","Ngành này sẽ cung cấp những kiến thức gì sau khi ra trường?"
"459","Chương trình đào tạo của các ngành trên có cùng chung lượng kiến thức như nhau hay không?"
"460","Kiến thức của trường có được cập nhật theo xu hướng công nghệ hiện nay hay không?"
"461","Lượng kiến thức của trường đào đạo có đáp ứng đủ nhu cầu cơ bản cho quán trình sau khi ra trường để làm việc hay không?"
"462","Có được luyện lại từ đầu để lấy căn bản không hay học tới tới luôn"
"462","Nên chọn chuyên ngành nào ở thời điểm hiện tại?"
"464","Ngành này có dạy lập trình web không?"
"465","Có thể học 2 ngành cùng 1 lúc được k"
"466","yêu thích trí tuệ nhân tạo nên học ngành nào"
"467","Tiêu chí như thế nào mới đc coi là đạt"
"468","Ngành Khoa Học Máy Tính có cần phải giỏi toán không?"
"469","các chuyên ngành của ngành khmt là gì"
"470","Cần học chính thức những môn nào và môn chủ yếu"
"471","Cần học tốt những môn nào ở cấp 3"
"472","Ngành nào dạy lập trình game không"
"473","Những kiến thức trường dạy có rộng không"
"474","Khối lượng kiến thức thế nào?"
"475","Liệu có được dạy lại những cái căn bản không"
"476","em không giỏi tin học 11 thì có học được ngành này không"
"477","Bằng cấp có thực sự quan trọng đối với nghành Công Nghệ Thông Tin không?"
"478","Điều gì là quan trọng nhất khi học kỹ thuật phần mềm?"
"479","Những kiến thức nào sẽ được giảng dạy"
"480","quá trình đào tạo có khó không"
"481","Những môn nào cần đầu tư để có kết quả học tốt"
"482","muốn học tốt khoa học máy tính thì cần học những kiến thức nào"
"483","yêu thích hệ thống thì học ngành nào"
"484","các chuyên ngành của httt là gì?"
"485","các chuyên ngành của ngành cntt là gì"
"486","các chuyên ngành của ngành attt là gì"
"487","các chuyên ngành của ngành ttdpt là gì"
"488","các chuyên ngành của ngành mmt&ttdl là gì"
"489","các chuyên ngành của ngành ktpm là gì"
"490","các chuyên ngành của ngành ktmt là gì"
"491","ngành nào đào tạo trí tuệ nhân tạo"
"492","ngành đào tạo web là gì?"
"493","Ngành khmt cung cấp những kiến thức gì"
"494","Các tiêu chí để qua môn"
"495","ngành ttdpt có cần giỏi đồ họa không"
"496","ngành attt có học bảo mật ko"
"497","khối lượng kiến thức ngành khmt có nặng ko"
"498","yêu thích làm game học ngành nào"
"499","Khi giảng dạy giảng viên có dạy lại kiến thức cơ bản không"
"500","có được dạy lại lập trình cơ bản không"
"501","một năm có bao nhiêu học kì"
"502","một học kì kéo dài trong bao lâu"
"503","học bao lâu thì xong"
"504","chương trình đào tạo bao nhiêu năm"
"505","có thể học sớm hơn thời gian dự kiến ra trường không"
"506","thời khóa biểu có dày không"
"507","Thời gian học thế nào"
"508","có được nghỉ hè không"
"509","học kì hè có dài không"
"510","hè có dạy thêm không"
"511","có thể học tối đa trong bao lâu"
"512","thời gian đào tạo các ngành có khác nhau không"
"513","thời gian học được tính thế nào"
"514","Thời gian học là bao lâu?"
"515","ngành tốn thời gian học đúng không"
"516","Ngành cntt sau này có bị lạc hậu không"
"517","những rủi ro khi học cntt"
"518","học ngành này có bị trầm cảm, mau già không?"
"519","những hệ lụy kéo theo khi học cntt"
"520","công nghệ cập nhật liên tục vậy có bị lạc hậu hay không"
"521","tuổi nghề ngành này ít đúng không"
"522","có dễ bị đau lung khi phải ngồi máy tính quá nhiều không"
"523","nghe bảo học cntt dễ bị trĩ"
"524","có bị bệnh về mắt hay không"
"525","môi trường phải tiếp xúc quá nhiều với máy móc, có bị ảnh hưởng sức khỏe hay ko"
"526","học cntt có bị trầm cảm không"
"527","những rủi ro có thể gặp"
"528","rắc rối khi học cntt là gì"
"529","tỷ lệ thấp nghiệp của ngành có cao hay không"
"530","có dễ bị thất nghiệp không?"
"531","ngành trí tuệ nhân tạo chưa quá nổi ở Việt Nam, có dễ bị thất nghiệp nếu theo khmt hay ko?"
"532","tỉ lệ thất nghiệp ngành cntt"
"533","tỉ lệ thất nghiệp ngành khmt"
"534","tỉ lệ thất nghiệp ngành attt"
"535","tỉ lệ thất nghiệp ngành httt"
"536","tỉ lệ thất nghiệp ngành mmt&ttdl"
"537","tỉ lệ thất nghiệp ngành ttdpt"
"538","tỉ lệ thất nghiệp ngành ktmt"
"539","tỉ lệ thất nghiệp ngành ktpm"
"540","tỉ lệ thất nghiệp của sinh viên khoa cntt&tt có cao không?"
"541","tỉ lệ chọi"
"542","tỉ lệ chọi có cao không"
"543","tỉ lệ cạnh tranh ngành cntt"
"544","tỉ lệ cạnh tranh ngành khmt"
"545","tỉ lệ cạnh tranh ngành attt"
"546","tỉ lệ cạnh tranh ngành httt"
"547","tỉ lệ cạnh tranh ngành ktmt"
"548","tỉ lệ cạnh tranh ngành ktpm"
"549","tỉ lệ cạnh tranh ngành mmt&ttdl"
"550","tỉ lệ cạnh tranh ngành ttdpt"
