"id","content"
"236","Chất lượng đầu ra của ktmt này tại trường?"
"237","Chất lượng đầu ra của cntt clc này tại trường?"
"238","chất lượng đầu ra của sinh viên"
"239","đầu ra có đảm bảo hay không"
"240","Khoa có chuẩn đầu ra ntn"
"241","tỉ lệ tốt nghiệp là bao nhiêu"
"242","tỉ lệ tốt nghiệp ra trường là bao nhiêu"
"243","tỉ lệ ra trường là bao nhiêu?"
"244","tỉ lệ có việc làm đúng ngành nghề sau khi ra trường là bn"
"245","tỉ lệ tốt nghiệp loại giỏi là bao nhiêu"
"246","tỉ lệ tốt nghiệp ra trường có cao không"
"247","Ngành nào có tỉ lệ ra trường có việc làm nhất?"
"248","tỉ lệ tốt nghiệp đúng thời hạn là bao nhiêu"
"249","Giữa ngành CNTT và khoa học máy tính thì ngành nào có tỉ lệ việc làm cao hơn ạ?"
"250","tỉ lệ sinh viên ra trường có đảm bảo không"
"251","có yêu cầu kỹ năng giao tiếp không"
"252","Cần trau dồi những kỹ năng gì khi học CNTT"
"253","Cần rèn luyện những kỹ năng nào"
"254","kỹ năng mềm có cần thiết không"
"255","kỹ năng cần thiết để học cntt"
"256","Khi học ngành máy tính em cần những kĩ năng gì"
"257","Ngành khoa học máy tính đòi hỏi tố chất gì"
"258","Ngành này có học cao đẳng không"
"259","Có nhất thiết phải học đh nếu học cntt hay không"
"260","Học cao đẳng có bằng đại học hay không"
"261","học phí từng năm"
"262","học phí có đắt không"
"263","có được giảm học phí không"
"264","điều kiện để giảm học phí"
"265","học phí có tăng không"
"266","học phí một năm khoảng bn"
"267","học phí so với các trường khác"
"268","học phí ntn"
"269","có giảm học phí những trường hợp nào"
"270","có trường hợp nào được miễn học phí không"
"271","học phí có phù hợp với sinh viên tỉnh không"
"272","học phí đhct so với các trường khác ntn"
"273","học phí giao động khoảng bao nhiêu một học kì"
"274","học phí có lớn hơn học cao đẳng không"
"275","học phí tính thế nào?"
"276","học bổng ntn"
"277","điều kiện nhận học bổng"
"278","học bổng có những loại nào"
"279","Nghe nói đhct có học bổng khuyến khích cho các sinh viên có điểm thi đại học cao?"
"280","nếu học xong muốn xin học bổng làm ntn"
"281","nếu học xong muốn xin học bổng du học làm ntn"
"282","ngoài dhct ra sinh viên có thể xin học bổng ở đâu?"
"283","học bổng có lớn không"
"284","học bổng khuyến khích được xét thế nào"
"285","số lượng học bổng khuyến khích từng học kỳ"
"286","học bổng được bao nhiêu tiền"
"287","có xin được học bổng nước ngoài không"
"288","các đối tác dhct có tặng học bổng cho sinh viên không"
"289","thông tin học bổng được đăng tải ở đâu"
"290","có thể xin học bổng ngoài đơn vị không?"
"291","dhct có tổ chức ngày hội việc làm không"
"292","học xong trường có giới thiệu việc làm không"
"293","ngành này cơ hội việc làm sau khi ra trường ổn không ạ"
"294","những vị trí việc làm khi ra trường"
"295","cơ hội việc làm hay không"
"296","xin việc làm được vào những nơi nào"
"297","Cơ hội việc làm sau khi ra trường như thế nào?"
"298","Ra trường có được đảm bảo việc làm không?"
"299","có khó tìm việc làm hay không?"
"300","Ngành An toàn thông tin có thể làm được những công việc nào?"
"301","Ra trường có làm việc trong nha nước được k?"
"302","Học Khoa Học Máy Tính cơ hợi việc làm có nhiều không"
"303","Ngành An toàn thông tin cơ hội việc làm có nhiều không"
"304","Học công nghệ thông tin cơ hợi việc làm có nhiều không"
"305","Ngành hệ thống thông tin cơ hội việc làm có nhiều không"
"306","Học kỹ thuật phần mềm cơ hợi việc làm có nhiều không"
"307","Ngành kỹ thuật máy tính cơ hội việc làm có nhiều không"
"308","Học ttdpt cơ hợi việc làm có nhiều không"
"309","Ngành mmt&ttdl cơ hội việc làm có nhiều không"
"310","nên làm tư hay làm công"
"311","Học Khoa Học Máy Tính khi ra trường sẽ làm được những gì?"
"312","Ngành An toàn thông tin có thể làm được những công việc nào?"
"313","Học công nghệ thông tin khi ra trường sẽ làm được những gì?"
"314","Ngành kỹ thuật máy tính có thể làm được những công việc nào?"
"315","Học hệ thống thông tin ra trường sẽ làm được những gì?"
"316","Ngành kỹ thuật phần mềm có thể làm được những công việc nào?"
"317","Học truyền thông đa phương tiện khi ra trường sẽ làm được những gì?"
"318","Ngành mmt&ttdl có thể làm được những công việc nào?"
"319","Ngành này có lương hưu không"
"320","Nếu có thì khoảng bao nhiêu và điều kiện để được trả lương khi về hưu"
"321","ra trường làm việc lương bao nhiêu"
"322","Mức lương ra trường sao với các ngành khác?"
"323","tiền lương ngành này có ok không"
"324","ra trường làm việc lương bao nhiêu?"
"325","Ra trường thì lương trung bình là bao nhiêu ạ"
"326","Ngành nào ra trường có lương cao nhất?"
"327","Ra trường có xin được việc ko và mức lương dao động là bao nhiêu"
"328","Lương trung bình là bao nhiêu?"
"329","cử nhân cntt lương bn"
"330","cử nhân khmt lương bn"
"331","cử nhân attt lương bn"
"332","cử nhân httt lương bn"
"333","cử nhân ktmt lương bn"
"334","cử nhân ktmt lương bn"
"335","cử nhân ttdpt lương bn"
"336","cử nhân mmt&ttdl lương bn"
"337","lương cử nhân bao nhiêu"
"338","lương có nhân theo hệ số không"
"339","lương ngành IT cao không"
"340","tiền lương thế nào"
"341","Cường độ làm việc khi làm công việc này"
"342","Ngành này có hệ thống cấp bậc không"
"343","Nếu có thì điều kiện thăng tiến là gì"
"344","Mà ngành này có buộc nghỉ hưu không hay vẫn có thể tiếp tục công việc dù đã già"
"345","Sức cạnh tranh của ngành này"
"346","Đóng góp cho xã hội"
"347","Cơ hội thăng tiến trong ngành"
"348","vị trí làm việc sau khi ra trường"
"349","ngành này thăng tiến có nhanh không"
"350","Làm ngành này có cực không?"
"351","khối lượng công việc có nặng không"
"352","cạnh tranh trong môi trường làm việc thế nào"
"353","Thăng tiến trong ngành có nhanh không"
"354","Cấp bậc trong ngành như thế nào"
"355","Ngành này có nghỉ hưu không"
"356","tuổi nghề của ngành"
"357","tuổi nghề có dài không"
"358","hơn 30 tuổi thì có theo nghề được không?"
"359","cấp bậc của ngành?"
"360","ngành có phân cấp độ không"









